Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
CA-2018-1186,05-09-2019,Standard Class,AB-10186,Customer_187,Corporate,Los Angeles,California,United States,South,Furniture,Tables,300,3,0.1,83.7
CA-2018-1187,12-12-2019,Standard Class,AB-10187,Customer_188,Consumer,New York,New York,United States,East,Office Supplies,Labels,125,5,0.2,20.11
CA-2018-1188,10-18-2018,Second Class,AB-10188,Customer_189,Corporate,New York,New York,United States,South,Furniture,Bookcases,200,2,0.2,72.84
CA-2018-1189,11-24-2018,Standard Class,AB-10189,Customer_190,Corporate,Phoenix,Arizona,United States,Central,Office Supplies,Labels,40,4,0.0,12.04
CA-2018-1190,10-31-2018,Second Class,AB-10190,Customer_191,Corporate,Los Angeles,California,United States,East,Furniture,Furnishings,200,4,0.3,67.69
CA-2018-1191,10-01-2020,First Class,AB-10191,Customer_192,Consumer,Chicago,Illinois,United States,Central,Office Supplies,Binders,15,3,0.2,3.85
CA-2018-1192,02-20-2018,Second Class,AB-10192,Customer_193,Consumer,Chicago,Illinois,United States,South,Technology,Phones,2000,4,0.0,120.5
CA-2018-1193,01-21-2020,Second Class,AB-10193,Customer_194,Corporate,Chicago,Illinois,United States,West,Furniture,Furnishings,600,2,0.3,114.29
CA-2018-1194,03-31-2018,Standard Class,AB-10194,Customer_195,Home Office,Houston,Texas,United States,East,Office Supplies,Labels,15,3,0.2,1.55
CA-2018-1195,03-21-2019,Second Class,AB-10195,Customer_196,Home Office,New York,New York,United States,South,Technology,Machines,800,4,0.3,204.08
CA-2018-1196,07-13-2019,Standard Class,AB-10196,Customer_197,Corporate,Phoenix,Arizona,United States,South,Office Supplies,Labels,125,5,0.2,28.09
CA-2018-1197,11-13-2019,Standard Class,AB-10197,Customer_198,Corporate,Los Angeles,California,United States,West,Furniture,Tables,100,2,0.2,42.5
CA-2018-1198,05-06-2020,Standard Class,AB-10198,Customer_199,Home Office,Los Angeles,California,United States,South,Technology,Accessories,600,3,0.3,105.31
CA-2018-1199,11-04-2019,Second Class,AB-10199,Customer_200,Consumer,Los Angeles,California,United States,South,Furniture,Tables,1500,5,0.0,130.87
CA-2018-1200,10-12-2019,Second Class,AB-10200,Customer_201,Home Office,Chicago,Illinois,United States,South,Technology,Machines,500,5,0.0,133.35
CA-2018-1201,04-04-2019,First Class,AB-10201,Customer_202,Corporate,New York,New York,United States,Central,Office Supplies,Appliances,100,4,0.1,4.5
CA-2018-1202,10-02-2020,First Class,AB-10202,Customer_203,Corporate,Phoenix,Arizona,United States,South,Office Supplies,Storage,5,1,0.3,0.71
CA-2018-1203,07-15-2019,First Class,AB-10203,Customer_204,Consumer,Phoenix,Arizona,United States,South,Furniture,Tables,400,4,0.0,39.41
CA-2018-1204,01-16-2019,Second Class,AB-10204,Customer_205,Home Office,Philadelphia,New York,United States,Central,Office Supplies,Storage,30,3,0.1,8.08
CA-2018-1205,03-29-2019,First Class,AB-10205,Customer_206,Consumer,Philadelphia,New York,United States,South,Office Supplies,Binders,25,5,0.2,9.87
CA-2018-1206,11-01-2019,First Class,AB-10206,Customer_207,Home Office,Philadelphia,New York,United States,West,Technology,Accessories,400,4,0.0,-13.42
CA-2018-1207,11-17-2018,Second Class,AB-10207,Customer_208,Corporate,Houston,Texas,United States,South,Office Supplies,Appliances,25,5,0.3,3.75
CA-2018-1208,01-08-2020,Standard Class,AB-10208,Customer_209,Consumer,Houston,Texas,United States,East,Office Supplies,Labels,20,4,0.0,2.64
CA-2018-1209,03-25-2019,Second Class,AB-10209,Customer_210,Home Office,New York,New York,United States,East,Office Supplies,Art,75,3,0.3,6.19
CA-2018-1210,02-10-2019,Standard Class,AB-10210,Customer_211,Corporate,Philadelphia,New York,United States,West,Office Supplies,Binders,100,4,0.0,20.26
CA-2018-1211,05-14-2018,Standard Class,AB-10211,Customer_212,Home Office,Chicago,Illinois,United States,East,Office Supplies,Storage,100,4,0.1,-4.69
CA-2018-1212,05-10-2018,Standard Class,AB-10212,Customer_213,Corporate,Chicago,Illinois,United States,West,Furniture,Tables,600,2,0.1,123.03
CA-2018-1213,06-13-2018,Second Class,AB-10213,Customer_214,Corporate,New York,New York,United States,West,Furniture,Bookcases,300,1,0.1,65.11
CA-2018-1214,06-20-2020,Standard Class,AB-10214,Customer_215,Home Office,Chicago,Illinois,United States,Central,Furniture,Furnishings,250,5,0.0,48.49
CA-2018-1215,06-27-2019,Standard Class,AB-10215,Customer_216,Home Office,Houston,Texas,United States,South,Furniture,Furnishings,400,4,0.1,37.93
CA-2018-1216,12-19-2020,First Class,AB-10216,Customer_217,Corporate,Philadelphia,New York,United States,Central,Office Supplies,Appliances,75,3,0.2,9.83
CA-2018-1217,09-09-2020,Standard Class,AB-10217,Customer_218,Consumer,New York,New York,United States,South,Furniture,Tables,300,1,0.2,58.12
CA-2018-1218,09-01-2019,Second Class,AB-10218,Customer_219,Home Office,Houston,Texas,United States,Central,Office Supplies,Art,25,1,0.0,1.16
CA-2018-1219,02-07-2020,First Class,AB-10219,Customer_220,Corporate,Philadelphia,New York,United States,South,Office Supplies,Appliances,15,3,0.2,4.37
CA-2018-1220,05-25-2019,First Class,AB-10220,Customer_221,Consumer,Philadelphia,New York,United States,East,Office Supplies,Appliances,50,2,0.1,8.04
CA-2018-1221,03-06-2018,Second Class,AB-10221,Customer_222,Consumer,Phoenix,Arizona,United States,South,Office Supplies,Storage,25,5,0.1,4.96
CA-2018-1222,06-22-2018,First Class,AB-10222,Customer_223,Consumer,Phoenix,Arizona,United States,West,Furniture,Bookcases,150,3,0.0,0.6
CA-2018-1223,09-16-2019,Standard Class,AB-10223,Customer_224,Consumer,Houston,Texas,United States,West,Office Supplies,Binders,30,3,0.0,12.18
CA-2018-1224,02-01-2019,Standard Class,AB-10224,Customer_225,Corporate,Los Angeles,California,United States,East,Office Supplies,Storage,5,1,0.3,0.67
CA-2018-1225,08-20-2018,First Class,AB-10225,Customer_226,Corporate,Los Angeles,California,United States,West,Furniture,Bookcases,200,4,0.2,60.8
CA-2018-1226,03-20-2018,Standard Class,AB-10226,Customer_227,Home Office,New York,New York,United States,South,Technology,Copiers,400,4,0.2,32.35
CA-2018-1227,03-28-2018,First Class,AB-10227,Customer_228,Home Office,New York,New York,United States,East,Furniture,Furnishings,300,1,0.0,61.88
CA-2018-1228,08-20-2018,Second Class,AB-10228,Customer_229,Consumer,Phoenix,Arizona,United States,South,Furniture,Bookcases,400,4,0.2,55.56
CA-2018-1229,09-18-2020,Second Class,AB-10229,Customer_230,Home Office,Los Angeles,California,United States,West,Furniture,Chairs,50,1,0.0,15.97
CA-2018-1230,04-15-2020,First Class,AB-10230,Customer_231,Corporate,Houston,Texas,United States,East,Office Supplies,Art,10,1,0.0,1.97
CA-2018-1231,02-09-2020,First Class,AB-10231,Customer_232,Corporate,Houston,Texas,United States,South,Office Supplies,Appliances,50,5,0.0,12.87
CA-2018-1232,07-24-2020,Second Class,AB-10232,Customer_233,Consumer,New York,New York,United States,Central,Technology,Copiers,200,1,0.0,57.2
CA-2018-1233,11-17-2019,Second Class,AB-10233,Customer_234,Corporate,Houston,Texas,United States,West,Office Supplies,Binders,25,5,0.2,-0.32
CA-2018-1234,07-31-2020,First Class,AB-10234,Customer_235,Home Office,Houston,Texas,United States,East,Technology,Machines,1000,5,0.0,237.25
CA-2018-1235,05-09-2020,Second Class,AB-10235,Customer_236,Consumer,Philadelphia,New York,United States,East,Office Supplies,Art,25,5,0.1,9.0
CA-2018-1236,03-29-2018,First Class,AB-10236,Customer_237,Corporate,Chicago,Illinois,United States,South,Furniture,Tables,150,3,0.0,33.61
CA-2018-1237,04-18-2018,Standard Class,AB-10237,Customer_238,Home Office,Philadelphia,New York,United States,East,Technology,Machines,500,1,0.3,230.08
CA-2018-1238,05-30-2019,Second Class,AB-10238,Customer_239,Home Office,New York,New York,United States,South,Office Supplies,Storage,20,4,0.3,4.49
CA-2018-1239,08-19-2018,Standard Class,AB-10239,Customer_240,Consumer,Philadelphia,New York,United States,East,Furniture,Chairs,900,3,0.1,162.23
CA-2018-1240,08-22-2018,First Class,AB-10240,Customer_241,Home Office,Philadelphia,New York,United States,South,Furniture,Furnishings,200,2,0.1,56.54
CA-2018-1241,11-29-2019,Second Class,AB-10241,Customer_242,Corporate,Chicago,Illinois,United States,West,Technology,Machines,2500,5,0.3,699.45
CA-2018-1242,04-01-2020,Standard Class,AB-10242,Customer_243,Consumer,Philadelphia,New York,United States,East,Technology,Copiers,2500,5,0.1,118.59
CA-2018-1243,06-10-2019,Second Class,AB-10243,Customer_244,Home Office,Houston,Texas,United States,Central,Furniture,Tables,1500,5,0.3,489.39
CA-2018-1244,06-08-2018,Second Class,AB-10244,Customer_245,Consumer,Los Angeles,California,United States,West,Office Supplies,Storage,25,1,0.2,7.79
CA-2018-1245,03-08-2019,First Class,AB-10245,Customer_246,Consumer,Chicago,Illinois,United States,South,Technology,Accessories,400,4,0.1,54.03
CA-2018-1246,02-02-2020,Standard Class,AB-10246,Customer_247,Corporate,Houston,Texas,United States,West,Technology,Phones,1500,3,0.0,328.48
CA-2018-1247,03-19-2018,Standard Class,AB-10247,Customer_248,Consumer,Philadelphia,New York,United States,Central,Technology,Machines,500,1,0.1,128.84
CA-2018-1248,08-30-2020,Standard Class,AB-10248,Customer_249,Home Office,Chicago,Illinois,United States,West,Furniture,Chairs,300,1,0.1,44.17
CA-2018-1249,07-01-2019,Standard Class,AB-10249,Customer_250,Consumer,Chicago,Illinois,United States,East,Furniture,Tables,200,2,0.2,55.43
CA-2018-1250,12-05-2019,First Class,AB-10250,Customer_251,Corporate,Phoenix,Arizona,United States,East,Furniture,Furnishings,200,4,0.1,30.26
CA-2018-1251,09-04-2019,Second Class,AB-10251,Customer_252,Consumer,New York,New York,United States,South,Technology,Phones,200,1,0.1,42.84
CA-2018-1252,07-02-2019,First Class,AB-10252,Customer_253,Home Office,New York,New York,United States,South,Technology,Accessories,400,4,0.1,40.94
CA-2018-1253,07-24-2018,Standard Class,AB-10253,Customer_254,Home Office,Philadelphia,New York,United States,South,Office Supplies,Storage,40,4,0.0,4.43
CA-2018-1254,07-15-2018,Second Class,AB-10254,Customer_255,Home Office,New York,New York,United States,Central,Office Supplies,Storage,10,1,0.2,2.74
CA-2018-1255,05-07-2019,Second Class,AB-10255,Customer_256,Consumer,Phoenix,Arizona,United States,Central,Technology,Accessories,200,1,0.0,34.37
CA-2018-1256,09-10-2020,Standard Class,AB-10256,Customer_257,Consumer,Los Angeles,California,United States,Central,Office Supplies,Appliances,15,3,0.2,3.12
CA-2018-1257,06-13-2020,Second Class,AB-10257,Customer_258,Home Office,Phoenix,Arizona,United States,West,Furniture,Bookcases,100,1,0.2,23.48
CA-2018-1258,07-27-2019,Standard Class,AB-10258,Customer_259,Consumer,Phoenix,Arizona,United States,South,Furniture,Bookcases,400,4,0.1,137.54
CA-2018-1259,05-02-2020,Standard Class,AB-10259,Customer_260,Corporate,Los Angeles,California,United States,East,Office Supplies,Storage,10,2,0.1,2.21
CA-2018-1260,09-29-2019,First Class,AB-10260,Customer_261,Corporate,Chicago,Illinois,United States,South,Office Supplies,Storage,100,4,0.3,16.98
CA-2018-1261,08-17-2020,Second Class,AB-10261,Customer_262,Home Office,New York,New York,United States,Central,Technology,Accessories,2500,5,0.3,555.88
CA-2018-1262,03-20-2018,Standard Class,AB-10262,Customer_263,Home Office,Phoenix,Arizona,United States,West,Office Supplies,Binders,40,4,0.3,14.33
CA-2018-1263,12-03-2020,First Class,AB-10263,Customer_264,Corporate,Philadelphia,New York,United States,South,Office Supplies,Labels,10,2,0.3,2.38
CA-2018-1264,01-14-2019,Second Class,AB-10264,Customer_265,Consumer,New York,New York,United States,Central,Technology,Accessories,600,3,0.2,38.56
CA-2018-1265,07-13-2019,Second Class,AB-10265,Customer_266,Corporate,New York,New York,United States,South,Furniture,Bookcases,600,2,0.1,104.23
CA-2018-1266,09-16-2018,Standard Class,AB-10266,Customer_267,Home Office,Phoenix,Arizona,United States,Central,Technology,Accessories,1000,2,0.2,145.35
CA-2018-1267,01-01-2019,Standard Class,AB-10267,Customer_268,Home Office,Philadelphia,New York,United States,West,Furniture,Furnishings,300,3,0.3,44.53
CA-2018-1268,10-09-2020,First Class,AB-10268,Customer_269,Consumer,Phoenix,Arizona,United States,Central,Office Supplies,Labels,25,5,0.1,2.03
CA-2018-1269,07-18-2020,Standard Class,AB-10269,Customer_270,Consumer,Houston,Texas,United States,East,Furniture,Tables,500,5,0.2,87.24
CA-2018-1270,10-08-2019,Second Class,AB-10270,Customer_271,Corporate,Los Angeles,California,United States,West,Furniture,Furnishings,1200,4,0.3,80.65
CA-2018-1271,09-12-2020,Second Class,AB-10271,Customer_272,Corporate,Philadelphia,New York,United States,South,Technology,Accessories,400,4,0.3,123.33
CA-2018-1272,06-30-2019,First Class,AB-10272,Customer_273,Corporate,Houston,Texas,United States,Central,Furniture,Bookcases,150,3,0.2,36.71
CA-2018-1273,05-11-2020,Standard Class,AB-10273,Customer_274,Consumer,Chicago,Illinois,United States,South,Furniture,Bookcases,900,3,0.2,70.75
CA-2018-1274,12-06-2020,First Class,AB-10274,Customer_275,Home Office,Houston,Texas,United States,Central,Office Supplies,Storage,25,1,0.3,6.47
CA-2018-1275,05-23-2018,Standard Class,AB-10275,Customer_276,Consumer,New York,New York,United States,West,Technology,Accessories,2500,5,0.2,381.27
CA-2018-1276,04-05-2019,First Class,AB-10276,Customer_277,Home Office,Philadelphia,New York,United States,South,Furniture,Chairs,50,1,0.2,14.3
CA-2018-1277,07-04-2019,Second Class,AB-10277,Customer_278,Home Office,Philadelphia,New York,United States,West,Technology,Machines,800,4,0.0,187.69
CA-2018-1278,08-19-2019,First Class,AB-10278,Customer_279,Corporate,Philadelphia,New York,United States,Central,Technology,Copiers,100,1,0.3,23.32
CA-2018-1279,06-17-2020,Standard Class,AB-10279,Customer_280,Home Office,Chicago,Illinois,United States,West,Furniture,Tables,300,3,0.0,65.71
CA-2018-1280,09-25-2019,Standard Class,AB-10280,Customer_281,Corporate,Houston,Texas,United States,Central,Office Supplies,Labels,100,4,0.1,16.2
CA-2018-1281,03-30-2018,First Class,AB-10281,Customer_282,Consumer,Houston,Texas,United States,East,Furniture,Furnishings,300,3,0.0,51.54
CA-2018-1282,03-09-2018,First Class,AB-10282,Customer_283,Home Office,New York,New York,United States,West,Technology,Copiers,200,1,0.0,58.05
CA-2018-1283,05-30-2020,First Class,AB-10283,Customer_284,Corporate,Philadelphia,New York,United States,East,Technology,Accessories,800,4,0.2,177.16
CA-2018-1284,10-09-2020,First Class,AB-10284,Customer_285,Corporate,Phoenix,Arizona,United States,Central,Office Supplies,Appliances,5,1,0.0,0.44
CA-2018-1285,05-20-2019,First Class,AB-10285,Customer_286,Home Office,Phoenix,Arizona,United States,South,Furniture,Chairs,150,3,0.3,28.35
CA-2018-1286,05-03-2020,First Class,AB-10286,Customer_287,Corporate,Chicago,Illinois,United States,East,Office Supplies,Binders,20,2,0.2,4.09
CA-2018-1287,07-27-2019,First Class,AB-10287,Customer_288,Corporate,New York,New York,United States,West,Office Supplies,Labels,20,2,0.2,7.39
CA-2018-1288,01-23-2020,Standard Class,AB-10288,Customer_289,Consumer,Phoenix,Arizona,United States,East,Furniture,Bookcases,900,3,0.3,99.51
CA-2018-1289,07-09-2019,Standard Class,AB-10289,Customer_290,Consumer,New York,New York,United States,West,Office Supplies,Labels,10,2,0.2,1.33
CA-2018-1290,01-17-2019,Standard Class,AB-10290,Customer_291,Home Office,Los Angeles,California,United States,West,Furniture,Furnishings,50,1,0.3,11.07
CA-2018-1291,02-01-2019,Standard Class,AB-10291,Customer_292,Home Office,New York,New York,United States,Central,Technology,Machines,1500,3,0.2,187.2
CA-2018-1292,01-19-2018,Standard Class,AB-10292,Customer_293,Corporate,Houston,Texas,United States,East,Office Supplies,Appliances,25,5,0.0,1.05
CA-2018-1293,06-04-2019,First Class,AB-10293,Customer_294,Corporate,Phoenix,Arizona,United States,West,Technology,Accessories,300,3,0.1,86.85
CA-2018-1294,04-29-2020,Second Class,AB-10294,Customer_295,Consumer,New York,New York,United States,Central,Furniture,Tables,200,2,0.3,23.35
CA-2018-1295,11-28-2018,Standard Class,AB-10295,Customer_296,Home Office,Houston,Texas,United States,South,Technology,Machines,600,3,0.2,-12.55
CA-2018-1296,03-26-2019,First Class,AB-10296,Customer_297,Corporate,Los Angeles,California,United States,East,Office Supplies,Appliances,75,3,0.0,16.55
CA-2018-1297,01-22-2019,Standard Class,AB-10297,Customer_298,Corporate,Phoenix,Arizona,United States,West,Technology,Phones,400,2,0.0,110.36
CA-2018-1298,09-12-2020,First Class,AB-10298,Customer_299,Consumer,Phoenix,Arizona,United States,East,Technology,Machines,500,5,0.1,2.03
CA-2018-1299,02-24-2019,Standard Class,AB-10299,Customer_300,Consumer,Philadelphia,New York,United States,East,Office Supplies,Binders,125,5,0.2,34.16
CA-2018-1300,07-14-2018,First Class,AB-10300,Customer_301,Corporate,Houston,Texas,United States,West,Office Supplies,Storage,25,1,0.2,4.8
CA-2018-1301,04-12-2020,Standard Class,AB-10301,Customer_302,Corporate,Phoenix,Arizona,United States,South,Furniture,Tables,200,4,0.2,33.09
CA-2018-1302,10-03-2020,Standard Class,AB-10302,Customer_303,Corporate,Chicago,Illinois,United States,Central,Office Supplies,Binders,75,3,0.1,8.51
CA-2018-1303,04-16-2020,First Class,AB-10303,Customer_304,Consumer,Houston,Texas,United States,Central,Office Supplies,Labels,30,3,0.2,6.63
CA-2018-1304,12-29-2018,Standard Class,AB-10304,Customer_305,Corporate,Philadelphia,New York,United States,West,Office Supplies,Art,50,2,0.2,0.98
CA-2018-1305,11-24-2020,Standard Class,AB-10305,Customer_306,Consumer,Houston,Texas,United States,West,Furniture,Bookcases,1200,4,0.1,197.4
CA-2018-1306,04-19-2018,Second Class,AB-10306,Customer_307,Consumer,Philadelphia,New York,United States,Central,Furniture,Bookcases,400,4,0.0,87.33
CA-2018-1307,06-17-2020,Standard Class,AB-10307,Customer_308,Home Office,Chicago,Illinois,United States,Central,Office Supplies,Appliances,20,2,0.3,1.64
CA-2018-1308,01-18-2019,First Class,AB-10308,Customer_309,Consumer,Philadelphia,New York,United States,East,Office Supplies,Labels,20,4,0.2,0.04
CA-2018-1309,05-19-2018,First Class,AB-10309,Customer_310,Corporate,Los Angeles,California,United States,Central,Technology,Phones,2500,5,0.0,686.98
CA-2018-1310,02-26-2020,Second Class,AB-10310,Customer_311,Home Office,Los Angeles,California,United States,South,Office Supplies,Labels,25,5,0.3,4.92
CA-2018-1311,09-24-2018,Second Class,AB-10311,Customer_312,Consumer,Phoenix,Arizona,United States,Central,Technology,Accessories,1000,5,0.2,143.23
CA-2018-1312,09-03-2020,Second Class,AB-10312,Customer_313,Home Office,Houston,Texas,United States,Central,Office Supplies,Art,10,2,0.3,1.09
CA-2018-1313,02-11-2019,Standard Class,AB-10313,Customer_314,Home Office,Philadelphia,New York,United States,South,Technology,Copiers,1500,3,0.2,304.33
CA-2018-1314,08-31-2020,First Class,AB-10314,Customer_315,Consumer,Phoenix,Arizona,United States,Central,Office Supplies,Labels,50,2,0.3,12.61
CA-2018-1315,04-26-2018,Standard Class,AB-10315,Customer_316,Consumer,New York,New York,United States,Central,Technology,Accessories,100,1,0.0,26.45
CA-2018-1316,03-19-2019,Second Class,AB-10316,Customer_317,Corporate,Chicago,Illinois,United States,West,Technology,Machines,500,5,0.2,132.8
CA-2018-1317,06-24-2020,Second Class,AB-10317,Customer_318,Consumer,Chicago,Illinois,United States,Central,Furniture,Chairs,500,5,0.3,109.74
CA-2018-1318,01-19-2018,Standard Class,AB-10318,Customer_319,Consumer,New York,New York,United States,West,Technology,Accessories,400,2,0.0,75.05
CA-2018-1319,07-07-2018,First Class,AB-10319,Customer_320,Corporate,Phoenix,Arizona,United States,East,Technology,Phones,100,1,0.3,16.44
CA-2018-1320,03-12-2020,Standard Class,AB-10320,Customer_321,Consumer,New York,New York,United States,Central,Technology,Accessories,800,4,0.1,328.76
CA-2018-1321,12-24-2018,Second Class,AB-10321,Customer_322,Corporate,Chicago,Illinois,United States,East,Office Supplies,Appliances,10,1,0.2,2.78
CA-2018-1322,11-02-2020,Second Class,AB-10322,Customer_323,Corporate,Los Angeles,California,United States,West,Office Supplies,Binders,100,4,0.1,28.73
CA-2018-1323,11-17-2018,Standard Class,AB-10323,Customer_324,Consumer,Phoenix,Arizona,United States,West,Technology,Machines,100,1,0.1,13.7
CA-2018-1324,12-27-2019,Second Class,AB-10324,Customer_325,Corporate,Chicago,Illinois,United States,East,Furniture,Tables,300,1,0.2,-30.59
CA-2018-1325,10-08-2020,First Class,AB-10325,Customer_326,Home Office,Philadelphia,New York,United States,South,Office Supplies,Storage,20,4,0.0,4.37
CA-2018-1326,04-29-2020,First Class,AB-10326,Customer_327,Consumer,Philadelphia,New York,United States,Central,Office Supplies,Binders,30,3,0.0,3.53
CA-2018-1327,10-21-2018,Standard Class,AB-10327,Customer_328,Corporate,Los Angeles,California,United States,West,Office Supplies,Appliances,10,2,0.3,3.12
CA-2018-1328,10-30-2019,Second Class,AB-10328,Customer_329,Corporate,Phoenix,Arizona,United States,East,Furniture,Furnishings,300,1,0.0,65.55
CA-2018-1329,06-26-2018,Standard Class,AB-10329,Customer_330,Consumer,Chicago,Illinois,United States,East,Technology,Machines,800,4,0.2,75.76
CA-2018-1330,09-24-2019,Standard Class,AB-10330,Customer_331,Consumer,New York,New York,United States,East,Office Supplies,Storage,50,2,0.2,12.61
CA-2018-1331,03-07-2019,First Class,AB-10331,Customer_332,Home Office,Chicago,Illinois,United States,South,Furniture,Furnishings,50,1,0.0,5.92
CA-2018-1332,05-20-2020,First Class,AB-10332,Customer_333,Consumer,Phoenix,Arizona,United States,East,Furniture,Chairs,150,3,0.2,34.32
CA-2018-1333,01-11-2020,Second Class,AB-10333,Customer_334,Consumer,Los Angeles,California,United States,East,Technology,Phones,400,4,0.2,46.65
CA-2018-1334,08-09-2020,Second Class,AB-10334,Customer_335,Consumer,Philadelphia,New York,United States,Central,Furniture,Chairs,100,1,0.3,29.71
CA-2018-1335,11-17-2020,Standard Class,AB-10335,Customer_336,Corporate,Chicago,Illinois,United States,West,Technology,Accessories,800,4,0.3,288.18
CA-2018-1336,08-23-2018,Standard Class,AB-10336,Customer_337,Home Office,Phoenix,Arizona,United States,South,Office Supplies,Labels,125,5,0.0,31.43
CA-2018-1337,05-17-2020,Standard Class,AB-10337,Customer_338,Home Office,Phoenix,Arizona,United States,West,Furniture,Chairs,200,2,0.2,51.79
CA-2018-1338,06-02-2020,Second Class,AB-10338,Customer_339,Consumer,Houston,Texas,United States,East,Technology,Copiers,300,3,0.0,60.67
CA-2018-1339,04-14-2018,Second Class,AB-10339,Customer_340,Consumer,New York,New York,United States,South,Technology,Accessories,800,4,0.2,203.77
CA-2018-1340,01-15-2020,Standard Class,AB-10340,Customer_341,Consumer,Philadelphia,New York,United States,Central,Office Supplies,Art,50,5,0.1,0.56
CA-2018-1341,01-12-2018,Standard Class,AB-10341,Customer_342,Home Office,Houston,Texas,United States,Central,Technology,Copiers,2500,5,0.3,318.72
CA-2018-1342,02-15-2020,First Class,AB-10342,Customer_343,Consumer,Chicago,Illinois,United States,East,Technology,Machines,100,1,0.3,-2.73
CA-2018-1343,02-16-2019,Second Class,AB-10343,Customer_344,Corporate,Los Angeles,California,United States,West,Furniture,Bookcases,200,4,0.2,21.27
CA-2018-1344,03-10-2019,First Class,AB-10344,Customer_345,Corporate,Houston,Texas,United States,East,Furniture,Tables,1200,4,0.1,88.78
CA-2018-1345,05-22-2019,Standard Class,AB-10345,Customer_346,Consumer,Los Angeles,California,United States,East,Furniture,Chairs,150,3,0.2,20.75
CA-2018-1346,05-06-2019,Standard Class,AB-10346,Customer_347,Home Office,Chicago,Illinois,United States,South,Technology,Machines,100,1,0.2,17.66
CA-2018-1347,03-04-2020,Standard Class,AB-10347,Customer_348,Home Office,Los Angeles,California,United States,West,Technology,Phones,200,2,0.0,49.33
CA-2018-1348,01-15-2018,Second Class,AB-10348,Customer_349,Corporate,Philadelphia,New York,United States,West,Office Supplies,Labels,10,2,0.0,2.11
CA-2018-1349,10-29-2018,Second Class,AB-10349,Customer_350,Consumer,Los Angeles,California,United States,West,Office Supplies,Storage,15,3,0.1,3.62
CA-2018-1350,11-27-2018,Standard Class,AB-10350,Customer_351,Home Office,New York,New York,United States,South,Furniture,Tables,100,2,0.2,36.17
CA-2018-1351,12-23-2018,First Class,AB-10351,Customer_352,Home Office,New York,New York,United States,West,Technology,Copiers,200,2,0.2,18.03
CA-2018-1352,09-12-2019,First Class,AB-10352,Customer_353,Consumer,Philadelphia,New York,United States,West,Office Supplies,Storage,125,5,0.2,42.02
CA-2018-1353,12-28-2018,Second Class,AB-10353,Customer_354,Consumer,Phoenix,Arizona,United States,Central,Office Supplies,Storage,40,4,0.2,4.02
CA-2018-1354,01-24-2020,Standard Class,AB-10354,Customer_355,Corporate,Chicago,Illinois,United States,East,Technology,Machines,1000,5,0.1,313.77
CA-2018-1355,05-21-2020,Standard Class,AB-10355,Customer_356,Home Office,Los Angeles,California,United States,East,Technology,Machines,600,3,0.1,140.98
CA-2018-1356,01-10-2018,Standard Class,AB-10356,Customer_357,Corporate,Houston,Texas,United States,Central,Furniture,Bookcases,150,3,0.1,20.26
CA-2018-1357,12-19-2019,Standard Class,AB-10357,Customer_358,Consumer,Chicago,Illinois,United States,East,Technology,Machines,200,2,0.0,66.43
CA-2018-1358,04-24-2018,Standard Class,AB-10358,Customer_359,Consumer,New York,New York,United States,South,Technology,Copiers,200,2,0.1,9.47
CA-2018-1359,12-20-2018,Standard Class,AB-10359,Customer_360,Home Office,Philadelphia,New York,United States,East,Office Supplies,Labels,5,1,0.0,1.02
CA-2018-1360,10-09-2018,First Class,AB-10360,Customer_361,Corporate,Houston,Texas,United States,Central,Technology,Phones,1500,3,0.0,416.89
CA-2018-1361,03-01-2020,Second Class,AB-10361,Customer_362,Consumer,Houston,Texas,United States,West,Furniture,Bookcases,400,4,0.2,68.38
CA-2018-1362,04-22-2018,First Class,AB-10362,Customer_363,Home Office,Chicago,Illinois,United States,East,Furniture,Furnishings,1200,4,0.1,241.34
CA-2018-1363,09-20-2020,First Class,AB-10363,Customer_364,Corporate,Phoenix,Arizona,United States,Central,Technology,Accessories,200,2,0.3,54.19
CA-2018-1364,09-20-2019,Standard Class,AB-10364,Customer_365,Consumer,Phoenix,Arizona,United States,Central,Furniture,Bookcases,1500,5,0.0,442.95
CA-2018-1365,11-11-2019,First Class,AB-10365,Customer_366,Home Office,Philadelphia,New York,United States,South,Furniture,Bookcases,1500,5,0.0,-31.13
CA-2018-1366,11-27-2020,Second Class,AB-10366,Customer_367,Corporate,Houston,Texas,United States,South,Office Supplies,Binders,100,4,0.2,34.83
CA-2018-1367,07-25-2018,Second Class,AB-10367,Customer_368,Home Office,Chicago,Illinois,United States,East,Office Supplies,Appliances,15,3,0.2,2.28
CA-2018-1368,01-23-2020,Second Class,AB-10368,Customer_369,Corporate,Phoenix,Arizona,United States,West,Office Supplies,Appliances,50,2,0.1,1.26
CA-2018-1369,06-02-2018,Second Class,AB-10369,Customer_370,Consumer,Houston,Texas,United States,South,Furniture,Bookcases,1500,5,0.0,319.96
CA-2018-1370,05-04-2019,Second Class,AB-10370,Customer_371,Home Office,Chicago,Illinois,United States,East,Furniture,Tables,600,2,0.3,103.53
CA-2018-1371,02-02-2020,Standard Class,AB-10371,Customer_372,Corporate,New York,New York,United States,East,Furniture,Chairs,250,5,0.0,55.51
